,count,CPM,RPKM
snR84_BY4742,307,9.513213217912543,17.296751305295533
snR85_BY4742,6,0.1859259912295611,1.087286498418486
snR86_BY4742,1299,40.25297710119998,40.09260667450197
snR87_BY4742,53,1.6423462558611233,15.067396842762598
snR8_BY4742,34,1.053580616967513,5.545161141934279
snR9_BY4742,306,9.482225552707616,50.70708851715303
tA(AGC)D_BY4742,0,0.0,0.0
tA(AGC)F_BY4742,1,0.03098766520492685,0.42448856445105276
tA(AGC)G_BY4742,0,0.0,0.0
tA(AGC)H_BY4742,2,0.0619753304098537,0.8489771289021055
tA(AGC)J_BY4742,0,0.0,0.0
tA(AGC)K1_BY4742,0,0.0,0.0
tA(AGC)K2_BY4742,1,0.03098766520492685,0.42448856445105276
tA(AGC)L_BY4742,0,0.0,0.0
tA(AGC)M1_BY4742,0,0.0,0.0
tA(AGC)M2_BY4742,0,0.0,0.0
tA(AGC)P_BY4742,0,0.0,0.0
tA(UGC)A_BY4742,0,0.0,0.0
tA(UGC)E_BY4742,48,1.4874079298364888,20.375451093650533
tA(UGC)G_BY4742,0,0.0,0.0
tA(UGC)L_BY4742,0,0.0,0.0
tA(UGC)O_BY4742,12,0.3718519824591222,5.093862773412633
tA(UGC)Q_BY4742,0,0.0,0.0
tC(GCA)B_BY4742,3,0.09296299561478055,1.291152716871952
tC(GCA)G_BY4742,0,0.0,0.0
tC(GCA)P1_BY4742,3,0.09296299561478055,1.291152716871952
tC(GCA)P2_BY4742,2,0.0619753304098537,0.8607684779146348
tC(GCA)Q_BY4742,0,0.0,0.0
tD(GUC)B_BY4742,2,0.0619753304098537,0.8607684779146348
tD(GUC)D_BY4742,1,0.03098766520492685,0.4303842389573174
tD(GUC)G1_BY4742,3,0.09296299561478055,1.291152716871952
tD(GUC)G2_BY4742,4,0.1239506608197074,1.7215369558292697
tD(GUC)I1_BY4742,0,0.0,0.0
tD(GUC)I2_BY4742,0,0.0,0.0
tD(GUC)J1_BY4742,2,0.0619753304098537,0.8607684779146348
tD(GUC)J2_BY4742,0,0.0,0.0
tD(GUC)J3_BY4742,0,0.0,0.0
tD(GUC)J4_BY4742,2,0.0619753304098537,0.8607684779146348
tD(GUC)K_BY4742,0,0.0,0.0
tD(GUC)L1_BY4742,1,0.03098766520492685,0.4303842389573174
tD(GUC)L2_BY4742,0,0.0,0.0
tD(GUC)M_BY4742,1,0.03098766520492685,0.4303842389573174
tD(GUC)N_BY4742,29,0.8986422909428787,12.656933675251814
tD(GUC)O_BY4742,4,0.1239506608197074,1.7215369558292697
tD(GUC)Q_BY4742,0,0.0,0.0
tE(CUC)D_BY4742,0,0.0,0.0
tE(CUC)I_BY4742,0,0.0,0.0
tE(UUC)B_BY4742,0,0.0,0.0
tE(UUC)C_BY4742,0,0.0,0.0
tE(UUC)E1_BY4742,1,0.03098766520492685,0.4303842389573174
tE(UUC)E2_BY4742,0,0.0,0.0
tE(UUC)E3_BY4742,0,0.0,0.0
tE(UUC)G1_BY4742,0,0.0,0.0
tE(UUC)G2_BY4742,0,0.0,0.0
tE(UUC)G3_BY4742,0,0.0,0.0
tE(UUC)I_BY4742,0,0.0,0.0
tE(UUC)J_BY4742,1,0.03098766520492685,0.4303842389573174
tE(UUC)K_BY4742,0,0.0,0.0
tE(UUC)L_BY4742,1,0.03098766520492685,0.4303842389573174
tE(UUC)M_BY4742,0,0.0,0.0
tE(UUC)P_BY4742,0,0.0,0.0
tE(UUC)Q_BY4742,0,0.0,0.0
tF(GAA)B_BY4742,0,0.0,0.0
tF(GAA)D_BY4742,3,0.09296299561478055,1.010467343638919
tF(GAA)F_BY4742,1,0.03098766520492685,0.3368224478796397
tF(GAA)G_BY4742,0,0.0,0.0
tF(GAA)H1_BY4742,2,0.0619753304098537,0.6736448957592794
tF(GAA)H2_BY4742,1,0.03098766520492685,0.3368224478796397
tF(GAA)M_BY4742,3,0.09296299561478055,1.021571380382204
tF(GAA)N_BY4742,0,0.0,0.0
tF(GAA)P1_BY4742,1,0.03098766520492685,0.3368224478796397
tF(GAA)P2_BY4742,0,0.0,0.0
tF(GAA)Q_BY4742,0,0.0,0.0
tG(CCC)D_BY4742,0,0.0,0.0
tG(CCC)O_BY4742,2,0.0619753304098537,0.8607684779146348
tG(GCC)B_BY4742,0,0.0,0.0
tG(GCC)C_BY4742,0,0.0,0.0
tG(GCC)D1_BY4742,0,0.0,0.0
tG(GCC)D2_BY4742,5,0.15493832602463425,2.182229944008933
tG(GCC)E_BY4742,1,0.03098766520492685,0.43644598880178664
tG(GCC)F1_BY4742,0,0.0,0.0
tG(GCC)F2_BY4742,0,0.0,0.0
tG(GCC)G1_BY4742,2,0.0619753304098537,0.8728919776035733
tG(GCC)G2_BY4742,1,0.03098766520492685,0.43644598880178664
tG(GCC)J1_BY4742,0,0.0,0.0
tG(GCC)J2_BY4742,0,0.0,0.0
tG(GCC)M_BY4742,0,0.0,0.0
tG(GCC)O1_BY4742,0,0.0,0.0
tG(GCC)O2_BY4742,0,0.0,0.0
tG(GCC)P1_BY4742,4,0.1239506608197074,1.7457839552071466
tG(GCC)P2_BY4742,5,0.15493832602463425,2.182229944008933
tG(UCC)G_BY4742,0,0.0,0.0
tG(UCC)N_BY4742,3,0.09296299561478055,1.291152716871952
tG(UCC)O_BY4742,0,0.0,0.0
tG(UCC)Q_BY4742,0,0.0,0.0
tH(GUG)E1_BY4742,3,0.09296299561478055,1.291152716871952
tH(GUG)E2_BY4742,3,0.09296299561478055,1.291152716871952
tH(GUG)G1_BY4742,1,0.03098766520492685,0.4303842389573174
tH(GUG)G2_BY4742,0,0.0,0.0
tH(GUG)H_BY4742,0,0.0,0.0
tH(GUG)K_BY4742,1,0.03098766520492685,0.4303842389573174
tH(GUG)M_BY4742,1,0.03098766520492685,0.4303842389573174
tH(GUG)Q_BY4742,0,0.0,0.0
tI(AAU)B_BY4742,0,0.0,0.0
tI(AAU)D_BY4742,1,0.03098766520492685,0.4187522324990115
tI(AAU)E1_BY4742,2,0.0619753304098537,0.837504464998023
tI(AAU)E2_BY4742,1,0.03098766520492685,0.4187522324990115
tI(AAU)G_BY4742,3,0.09296299561478055,1.2562566974970346
tI(AAU)I1_BY4742,0,0.0,0.0
tI(AAU)I2_BY4742,1,0.03098766520492685,0.4187522324990115
tI(AAU)L1_BY4742,1,0.03098766520492685,0.4187522324990115
tI(AAU)L2_BY4742,0,0.0,0.0
tI(AAU)N1_BY4742,0,0.0,0.0
tI(AAU)N2_BY4742,0,0.0,0.0
tI(AAU)P1_BY4742,0,0.0,0.0
tI(AAU)P2_BY4742,0,0.0,0.0
tI(GAU)Q_BY4742,0,0.0,0.0
tI(UAU)D_BY4742,1,0.03098766520492685,0.23298996394681845
tI(UAU)L_BY4742,2,0.0619753304098537,0.4659799278936369
tK(CUU)D1_BY4742,0,0.0,0.0
tK(CUU)D2_BY4742,0,0.0,0.0
tK(CUU)E1_BY4742,1,0.03098766520492685,0.42448856445105276
tK(CUU)E2_BY4742,0,0.0,0.0
tK(CUU)F_BY4742,0,0.0,0.0
tK(CUU)G1_BY4742,1,0.03098766520492685,0.42448856445105276
tK(CUU)G2_BY4742,0,0.0,0.0
tK(CUU)G3_BY4742,0,0.0,0.0
tK(CUU)I_BY4742,1,0.03098766520492685,0.42448856445105276
tK(CUU)J_BY4742,0,0.0,0.0
tK(CUU)K_BY4742,0,0.0,0.0
tK(CUU)M_BY4742,1,0.03098766520492685,0.42448856445105276
tK(CUU)P_BY4742,0,0.0,0.0
tK(UUU)D_BY4742,7,0.21691365643448796,2.2595172545259166
tK(UUU)G1_BY4742,0,0.0,0.0
tK(UUU)G2_BY4742,5,0.15493832602463425,1.6139408960899402
tK(UUU)K_BY4742,0,0.0,0.0
tK(UUU)L_BY4742,1,0.03098766520492685,0.322788179217988
tK(UUU)O_BY4742,2,0.0619753304098537,0.645576358435976
tK(UUU)P_BY4742,1,0.03098766520492685,0.322788179217988
tK(UUU)Q_BY4742,0,0.0,0.0
tL(CAA)A_BY4742,0,0.0,0.0
tL(CAA)C_BY4742,0,0.0,0.0
tL(CAA)D_BY4742,1,0.03098766520492685,0.2694579583037118
tL(CAA)G1_BY4742,3,0.09296299561478055,0.8154648738138646
tL(CAA)G2_BY4742,0,0.0,0.0
tL(CAA)G3_BY4742,2,0.0619753304098537,0.543643249209243
tL(CAA)K_BY4742,1,0.03098766520492685,0.2718216246046215
tL(CAA)L_BY4742,4,0.1239506608197074,1.077831833214847
tL(CAA)M_BY4742,0,0.0,0.0
tL(CAA)N_BY4742,1,0.03098766520492685,0.2718216246046215
tL(GAG)G_BY4742,2,0.0619753304098537,0.7557967123152891
tL(UAA)B1_BY4742,2,0.0619753304098537,0.7378015524982584
tL(UAA)B2_BY4742,0,0.0,0.0
tL(UAA)D_BY4742,0,0.0,0.0
tL(UAA)J_BY4742,0,0.0,0.0
tL(UAA)K_BY4742,0,0.0,0.0
tL(UAA)L_BY4742,0,0.0,0.0
tL(UAA)N_BY4742,1,0.03098766520492685,0.3689007762491292
tL(UAA)Q_BY4742,0,0.0,0.0
tL(UAG)J_BY4742,0,0.0,0.0
tL(UAG)L1_BY4742,1,0.03098766520492685,0.30680856638541437
tL(UAG)L2_BY4742,0,0.0,0.0
tM(CAU)D_BY4742,1,0.03098766520492685,0.42448856445105276
tM(CAU)E_BY4742,2,0.0619753304098537,0.8607684779146348
tM(CAU)J1_BY4742,1,0.03098766520492685,0.42448856445105276
tM(CAU)J2_BY4742,1,0.03098766520492685,0.42448856445105276
tM(CAU)J3_BY4742,0,0.0,0.0
tM(CAU)M_BY4742,3,0.09296299561478055,1.2734656933531583
tM(CAU)O1_BY4742,0,0.0,0.0
tM(CAU)O2_BY4742,3,0.09296299561478055,1.2734656933531583
tM(CAU)P_BY4742,2,0.0619753304098537,0.8607684779146348
tM(CAU)Q1_BY4742,0,0.0,0.0
tM(CAU)Q2_BY4742,0,0.0,0.0
tN(GUU)C_BY4742,0,0.0,0.0
tN(GUU)F_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)G_BY4742,0,0.0,0.0
tN(GUU)K_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)L_BY4742,0,0.0,0.0
tN(GUU)N1_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)N2_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)O1_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)O2_BY4742,1,0.03098766520492685,0.4187522324990115
tN(GUU)P_BY4742,11,0.34086431725419536,4.606274557489127
tN(GUU)Q_BY4742,0,0.0,0.0
tP(AGG)C_BY4742,22,0.6817286345083907,9.468453257060983
tP(AGG)N_BY4742,3,0.09296299561478055,1.291152716871952
tP(UGG)A_BY4742,0,0.0,0.0
tP(UGG)F_BY4742,1,0.03098766520492685,0.30085111849443547
tP(UGG)H_BY4742,0,0.0,0.0
tP(UGG)L_BY4742,1,0.03098766520492685,0.30085111849443547
tP(UGG)M_BY4742,6,0.1859259912295611,1.8051067109666128
tP(UGG)N1_BY4742,7,0.21691365643448796,2.1059578294610484
tP(UGG)N2_BY4742,5,0.15493832602463425,1.5042555924721772
tP(UGG)O1_BY4742,19,0.5887656388936102,5.772212146015787
tP(UGG)O2_BY4742,0,0.0,0.0
tP(UGG)O3_BY4742,1,0.03098766520492685,0.29512062099930336
tP(UGG)Q_BY4742,0,0.0,0.0
tQ(CUG)M_BY4742,0,0.0,0.0
tQ(UUG)B_BY4742,0,0.0,0.0
tQ(UUG)C_BY4742,0,0.0,0.0
tQ(UUG)D1_BY4742,0,0.0,0.0
tQ(UUG)D2_BY4742,0,0.0,0.0
tQ(UUG)D3_BY4742,0,0.0,0.0
tQ(UUG)E1_BY4742,0,0.0,0.0
tQ(UUG)E2_BY4742,0,0.0,0.0
tQ(UUG)H_BY4742,1,0.03098766520492685,0.4303842389573174
tQ(UUG)L_BY4742,0,0.0,0.0
tQ(UUG)Q_BY4742,0,0.0,0.0
tR(ACG)D_BY4742,3,0.09296299561478055,1.2734656933531583
tR(ACG)E_BY4742,0,0.0,0.0
tR(ACG)J_BY4742,2,0.0619753304098537,0.8489771289021055
tR(ACG)K_BY4742,1,0.03098766520492685,0.42448856445105276
tR(ACG)L_BY4742,1,0.03098766520492685,0.42448856445105276
tR(ACG)O_BY4742,1,0.03098766520492685,0.42448856445105276
tR(ACG)Q2_BY4742,0,0.0,0.0
tR(CCG)L_BY4742,0,0.0,0.0
tR(CCU)J_BY4742,1,0.03098766520492685,0.4303842389573174
tR(UCU)B_BY4742,2,0.0619753304098537,0.8607684779146348
tR(UCU)D_BY4742,0,0.0,0.0
tR(UCU)E_BY4742,1,0.03098766520492685,0.4303842389573174
tR(UCU)G1_BY4742,0,0.0,0.0
tR(UCU)G2_BY4742,1,0.03098766520492685,0.4303842389573174
tR(UCU)G3_BY4742,3,0.09296299561478055,1.291152716871952
tR(UCU)J1_BY4742,0,0.0,0.0
tR(UCU)J2_BY4742,0,0.0,0.0
tR(UCU)K_BY4742,2,0.0619753304098537,0.8607684779146348
tR(UCU)M1_BY4742,4,0.1239506608197074,1.7215369558292697
tR(UCU)M2_BY4742,0,0.0,0.0
tR(UCU)Q1_BY4742,0,0.0,0.0
tS(AGA)A_BY4742,0,0.0,0.0
tS(AGA)B_BY4742,1,0.03098766520492685,0.37789835615764455
tS(AGA)D1_BY4742,0,0.0,0.0
tS(AGA)D2_BY4742,1,0.03098766520492685,0.37789835615764455
tS(AGA)D3_BY4742,1,0.03098766520492685,0.37334536391478135
tS(AGA)E_BY4742,0,0.0,0.0
tS(AGA)G_BY4742,0,0.0,0.0
tS(AGA)H_BY4742,0,0.0,0.0
tS(AGA)J_BY4742,3,0.09296299561478055,1.1336950684729337
tS(AGA)L_BY4742,0,0.0,0.0
tS(AGA)M_BY4742,0,0.0,0.0
tS(CGA)C_BY4742,2,0.0619753304098537,0.6136171327708287
tS(GCU)F_BY4742,0,0.0,0.0
tS(GCU)O_BY4742,0,0.0,0.0
tS(GCU)Q1_BY4742,0,0.0,0.0
tS(UGA)E_BY4742,10,0.3098766520492685,3.7789835615764455
tS(UGA)I_BY4742,19,0.5887656388936102,7.180068766995246
tS(UGA)P_BY4742,0,0.0,0.0
tS(UGA)Q2_BY4742,0,0.0,0.0
tT(AGU)B_BY4742,0,0.0,0.0
tT(AGU)C_BY4742,0,0.0,0.0
tT(AGU)D_BY4742,0,0.0,0.0
tT(AGU)H_BY4742,2,0.0619753304098537,0.8489771289021055
tT(AGU)I1_BY4742,1,0.03098766520492685,0.42448856445105276
tT(AGU)I2_BY4742,0,0.0,0.0
tT(AGU)J_BY4742,0,0.0,0.0
tT(AGU)N1_BY4742,4,0.1239506608197074,1.697954257804211
tT(AGU)N2_BY4742,0,0.0,0.0
tT(AGU)O1_BY4742,0,0.0,0.0
tT(AGU)O2_BY4742,0,0.0,0.0
tT(CGU)K_BY4742,0,0.0,0.0
tT(UAG)Q2_BY4742,0,0.0,0.0
tT(UGU)G1_BY4742,0,0.0,0.0
tT(UGU)G2_BY4742,0,0.0,0.0
tT(UGU)H_BY4742,0,0.0,0.0
tT(UGU)P_BY4742,2,0.0619753304098537,0.8607684779146348
tT(UGU)Q1_BY4742,0,0.0,0.0
tV(AAC)E1_BY4742,0,0.0,0.0
tV(AAC)E2_BY4742,4,0.1239506608197074,1.675008929996046
tV(AAC)G1_BY4742,7,0.21691365643448796,2.931265627493081
tV(AAC)G2_BY4742,4,0.1239506608197074,1.675008929996046
tV(AAC)G3_BY4742,3,0.09296299561478055,1.2562566974970346
tV(AAC)H_BY4742,0,0.0,0.0
tV(AAC)J_BY4742,1,0.03098766520492685,0.4187522324990115
tV(AAC)K1_BY4742,0,0.0,0.0
tV(AAC)K2_BY4742,0,0.0,0.0
tV(AAC)L_BY4742,1,0.03098766520492685,0.4187522324990115
tV(AAC)M1_BY4742,0,0.0,0.0
tV(AAC)M2_BY4742,10,0.3098766520492685,4.187522324990115
tV(AAC)M3_BY4742,0,0.0,0.0
tV(AAC)O_BY4742,9,0.27888898684434166,3.7687700924911036
tV(CAC)D_BY4742,3,0.09296299561478055,1.2734656933531583
tV(CAC)H_BY4742,1,0.03098766520492685,0.42448856445105276
tV(UAC)B_BY4742,0,0.0,0.0
tV(UAC)D_BY4742,8,0.2479013216394148,3.350017859992092
tV(UAC)Q_BY4742,0,0.0,0.0
tW(CCA)G1_BY4742,0,0.0,0.0
tW(CCA)G2_BY4742,0,0.0,0.0
tW(CCA)J_BY4742,0,0.0,0.0
tW(CCA)K_BY4742,1,0.03098766520492685,0.29233646419742315
tW(CCA)M_BY4742,0,0.0,0.0
tW(CCA)P_BY4742,12,0.3718519824591222,3.5080375703690776
tW(UCA)Q_BY4742,0,0.0,0.0
tX(XXX)D_BY4742,0,0.0,0.0
tX(XXX)L_BY4742,3,0.09296299561478055,0.9296299561478056
tY(GUA)D_BY4742,0,0.0,0.0
tY(GUA)F1_BY4742,1,0.03098766520492685,0.34817601353850397
tY(GUA)F2_BY4742,0,0.0,0.0
tY(GUA)J1_BY4742,0,0.0,0.0
tY(GUA)J2_BY4742,0,0.0,0.0
tY(GUA)M1_BY4742,2,0.0619753304098537,0.6963520270770079
tY(GUA)M2_BY4742,0,0.0,0.0
tY(GUA)O_BY4742,0,0.0,0.0
tY(GUA)Q_BY4742,0,0.0,0.0
