gene,count,CPM,RPKM
snR68_BY4742,18,1531.7845289762574,11263.121536590128
snR69_BY4742,43,3659.2630414432815,36230.32714300279
snR6_BY4742,0,0.0,0.0
snR7-L_BY4742,0,0.0,0.0
snR7-S_BY4742,0,0.0,0.0
snR70_BY4742,88,7488.724363883925,45662.95343831662
snR71_BY4742,21,1787.0819504723004,19856.46611635889
snR72_BY4742,4,340.39656199472387,3473.4343060686106
snR73_BY4742,8,680.7931239894477,6422.576641409884
snR74_BY4742,12,1021.1896859841717,11604.428249820132
snR75_BY4742,6,510.59484299208583,5737.020707776244
snR76_BY4742,17,1446.6853884775765,13272.343013555746
snR77_BY4742,15,1276.4871074802143,14505.535312275164
snR78_BY4742,3,255.29742149604292,2934.453120644171
snR79_BY4742,4,340.39656199472387,4052.3400237467126
snR80_BY4742,7,595.6939834907666,3483.59054672963
snR81_BY4742,14,1191.3879669815333,5927.303318316087
snR82_BY4742,83,7063.22866139052,26355.33082608403
snR83_BY4742,46,3914.560462939324,12792.6812514357
snR84_BY4742,172,14637.052165773126,26612.8221195875
snR85_BY4742,11,936.0905454854907,5474.213716289419
snR86_BY4742,742,63143.56225002127,62891.99427292956
snR87_BY4742,12,1021.1896859841717,9368.712715451114
snR8_BY4742,46,3914.560462939324,20602.94980494381
snR9_BY4742,254,21615.181686664964,115589.20688056131
tA(AGC)D_BY4742,0,0.0,0.0
tA(AGC)F_BY4742,14,1191.3879669815333,16320.383109336075
tA(AGC)G_BY4742,2,170.19828099736193,2331.483301333725
tA(AGC)H_BY4742,0,0.0,0.0
tA(AGC)J_BY4742,0,0.0,0.0
tA(AGC)K1_BY4742,1,85.09914049868097,1165.7416506668626
tA(AGC)K2_BY4742,0,0.0,0.0
tA(AGC)L_BY4742,3,255.29742149604292,3497.2249520005876
tA(AGC)M1_BY4742,0,0.0,0.0
tA(AGC)M2_BY4742,0,0.0,0.0
tA(AGC)P_BY4742,3,255.29742149604292,3497.2249520005876
tA(UGC)A_BY4742,7,595.6939834907666,8160.1915546680375
tA(UGC)E_BY4742,4,340.39656199472387,4662.96660266745
tA(UGC)G_BY4742,2,170.19828099736193,2331.483301333725
tA(UGC)L_BY4742,0,0.0,0.0
tA(UGC)O_BY4742,8,680.7931239894477,9325.9332053349
tA(UGC)Q_BY4742,0,0.0,0.0
tC(GCA)B_BY4742,2,170.19828099736193,2363.865013852249
tC(GCA)G_BY4742,0,0.0,0.0
tC(GCA)P1_BY4742,0,0.0,0.0
tC(GCA)P2_BY4742,2,170.19828099736193,2363.865013852249
tC(GCA)Q_BY4742,0,0.0,0.0
tD(GUC)B_BY4742,3,255.29742149604292,3545.7975207783734
tD(GUC)D_BY4742,0,0.0,0.0
tD(GUC)G1_BY4742,2,170.19828099736193,2363.865013852249
tD(GUC)G2_BY4742,13,1106.2888264828525,15365.122590039618
tD(GUC)I1_BY4742,0,0.0,0.0
tD(GUC)I2_BY4742,1,85.09914049868097,1181.9325069261245
tD(GUC)J1_BY4742,0,0.0,0.0
tD(GUC)J2_BY4742,0,0.0,0.0
tD(GUC)J3_BY4742,1,85.09914049868097,1181.9325069261245
tD(GUC)J4_BY4742,0,0.0,0.0
tD(GUC)K_BY4742,0,0.0,0.0
tD(GUC)L1_BY4742,0,0.0,0.0
tD(GUC)L2_BY4742,1,85.09914049868097,1181.9325069261245
tD(GUC)M_BY4742,0,0.0,0.0
tD(GUC)N_BY4742,26,2212.577652965705,31163.06553472824
tD(GUC)O_BY4742,3,255.29742149604292,3545.7975207783734
tD(GUC)Q_BY4742,0,0.0,0.0
tE(CUC)D_BY4742,0,0.0,0.0
tE(CUC)I_BY4742,0,0.0,0.0
tE(UUC)B_BY4742,0,0.0,0.0
tE(UUC)C_BY4742,0,0.0,0.0
tE(UUC)E1_BY4742,4,340.39656199472387,4727.730027704498
tE(UUC)E2_BY4742,0,0.0,0.0
tE(UUC)E3_BY4742,0,0.0,0.0
tE(UUC)G1_BY4742,5,425.49570249340485,5909.662534630623
tE(UUC)G2_BY4742,0,0.0,0.0
tE(UUC)G3_BY4742,5,425.49570249340485,5909.662534630623
tE(UUC)I_BY4742,0,0.0,0.0
tE(UUC)J_BY4742,0,0.0,0.0
tE(UUC)K_BY4742,1,85.09914049868097,1181.9325069261245
tE(UUC)L_BY4742,2,170.19828099736193,2363.865013852249
tE(UUC)M_BY4742,0,0.0,0.0
tE(UUC)P_BY4742,0,0.0,0.0
tE(UUC)Q_BY4742,0,0.0,0.0
tF(GAA)B_BY4742,0,0.0,0.0
tF(GAA)D_BY4742,15,1276.4871074802143,13874.859863915375
tF(GAA)F_BY4742,0,0.0,0.0
tF(GAA)G_BY4742,1,85.09914049868097,924.9906575943583
tF(GAA)H1_BY4742,3,255.29742149604292,2774.9719727830748
tF(GAA)H2_BY4742,0,0.0,0.0
tF(GAA)M_BY4742,6,510.59484299208583,5610.932340572371
tF(GAA)N_BY4742,1,85.09914049868097,935.1553900953952
tF(GAA)P1_BY4742,1,85.09914049868097,924.9906575943583
tF(GAA)P2_BY4742,1,85.09914049868097,924.9906575943583
tF(GAA)Q_BY4742,0,0.0,0.0
tG(CCC)D_BY4742,0,0.0,0.0
tG(CCC)O_BY4742,4,340.39656199472387,4727.730027704498
tG(GCC)B_BY4742,0,0.0,0.0
tG(GCC)C_BY4742,0,0.0,0.0
tG(GCC)D1_BY4742,0,0.0,0.0
tG(GCC)D2_BY4742,9,765.8922644881287,10787.214992790545
tG(GCC)E_BY4742,1,85.09914049868097,1198.579443643394
tG(GCC)F1_BY4742,0,0.0,0.0
tG(GCC)F2_BY4742,0,0.0,0.0
tG(GCC)G1_BY4742,2,170.19828099736193,2397.158887286788
tG(GCC)G2_BY4742,2,170.19828099736193,2397.158887286788
tG(GCC)J1_BY4742,0,0.0,0.0
tG(GCC)J2_BY4742,0,0.0,0.0
tG(GCC)M_BY4742,1,85.09914049868097,1198.579443643394
tG(GCC)O1_BY4742,1,85.09914049868097,1198.579443643394
tG(GCC)O2_BY4742,1,85.09914049868097,1198.579443643394
tG(GCC)P1_BY4742,5,425.49570249340485,5992.897218216969
tG(GCC)P2_BY4742,7,595.6939834907666,8390.056105503756
tG(UCC)G_BY4742,0,0.0,0.0
tG(UCC)N_BY4742,2,170.19828099736193,2363.865013852249
tG(UCC)O_BY4742,0,0.0,0.0
tG(UCC)Q_BY4742,0,0.0,0.0
tH(GUG)E1_BY4742,1,85.09914049868097,1181.9325069261245
tH(GUG)E2_BY4742,7,595.6939834907666,8273.52754848287
tH(GUG)G1_BY4742,0,0.0,0.0
tH(GUG)G2_BY4742,0,0.0,0.0
tH(GUG)H_BY4742,0,0.0,0.0
tH(GUG)K_BY4742,0,0.0,0.0
tH(GUG)M_BY4742,7,595.6939834907666,8273.52754848287
tH(GUG)Q_BY4742,0,0.0,0.0
tI(AAU)B_BY4742,0,0.0,0.0
tI(AAU)D_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)E1_BY4742,0,0.0,0.0
tI(AAU)E2_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)G_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)I1_BY4742,0,0.0,0.0
tI(AAU)I2_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)L1_BY4742,3,255.29742149604292,3449.965155351931
tI(AAU)L2_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)N1_BY4742,1,85.09914049868097,1149.9883851173104
tI(AAU)N2_BY4742,2,170.19828099736193,2299.9767702346207
tI(AAU)P1_BY4742,0,0.0,0.0
tI(AAU)P2_BY4742,0,0.0,0.0
tI(GAU)Q_BY4742,0,0.0,0.0
tI(UAU)D_BY4742,4,340.39656199472387,2559.372646576871
tI(UAU)L_BY4742,0,0.0,0.0
tK(CUU)D1_BY4742,0,0.0,0.0
tK(CUU)D2_BY4742,1,85.09914049868097,1165.7416506668626
tK(CUU)E1_BY4742,1,85.09914049868097,1165.7416506668626
tK(CUU)E2_BY4742,0,0.0,0.0
tK(CUU)F_BY4742,0,0.0,0.0
tK(CUU)G1_BY4742,0,0.0,0.0
tK(CUU)G2_BY4742,0,0.0,0.0
tK(CUU)G3_BY4742,0,0.0,0.0
tK(CUU)I_BY4742,0,0.0,0.0
tK(CUU)J_BY4742,0,0.0,0.0
tK(CUU)K_BY4742,0,0.0,0.0
tK(CUU)M_BY4742,4,340.39656199472387,4662.96660266745
tK(CUU)P_BY4742,2,170.19828099736193,2331.483301333725
tK(UUU)D_BY4742,5,425.49570249340485,4432.246900972967
tK(UUU)G1_BY4742,0,0.0,0.0
tK(UUU)G2_BY4742,0,0.0,0.0
tK(UUU)K_BY4742,1,85.09914049868097,886.4493801945933
tK(UUU)L_BY4742,1,85.09914049868097,886.4493801945933
tK(UUU)O_BY4742,2,170.19828099736193,1772.8987603891867
tK(UUU)P_BY4742,1,85.09914049868097,886.4493801945933
tK(UUU)Q_BY4742,0,0.0,0.0
tL(CAA)A_BY4742,0,0.0,0.0
tL(CAA)C_BY4742,0,0.0,0.0
tL(CAA)D_BY4742,0,0.0,0.0
tL(CAA)G1_BY4742,2,170.19828099736193,1492.9673771698415
tL(CAA)G2_BY4742,0,0.0,0.0
tL(CAA)G3_BY4742,1,85.09914049868097,746.4836885849207
tL(CAA)K_BY4742,0,0.0,0.0
tL(CAA)L_BY4742,2,170.19828099736193,1479.9850521509734
tL(CAA)M_BY4742,0,0.0,0.0
tL(CAA)N_BY4742,1,85.09914049868097,746.4836885849207
tL(GAG)G_BY4742,4,340.39656199472387,4151.177585301511
tL(UAA)B1_BY4742,3,255.29742149604292,3039.2550178100346
tL(UAA)B2_BY4742,1,85.09914049868097,1013.0850059366782
tL(UAA)D_BY4742,1,85.09914049868097,1013.0850059366782
tL(UAA)J_BY4742,2,170.19828099736193,2026.1700118733563
tL(UAA)K_BY4742,0,0.0,0.0
tL(UAA)L_BY4742,2,170.19828099736193,2026.1700118733563
tL(UAA)N_BY4742,0,0.0,0.0
tL(UAA)Q_BY4742,0,0.0,0.0
tL(UAG)J_BY4742,1,85.09914049868097,842.5657475116927
tL(UAG)L1_BY4742,9,765.8922644881287,7583.091727605234
tL(UAG)L2_BY4742,2,170.19828099736193,1685.1314950233855
tM(CAU)D_BY4742,0,0.0,0.0
tM(CAU)E_BY4742,1,85.09914049868097,1181.9325069261245
tM(CAU)J1_BY4742,1,85.09914049868097,1165.7416506668626
tM(CAU)J2_BY4742,2,170.19828099736193,2331.483301333725
tM(CAU)J3_BY4742,0,0.0,0.0
tM(CAU)M_BY4742,0,0.0,0.0
tM(CAU)O1_BY4742,1,85.09914049868097,1181.9325069261245
tM(CAU)O2_BY4742,8,680.7931239894477,9325.9332053349
tM(CAU)P_BY4742,4,340.39656199472387,4727.730027704498
tM(CAU)Q1_BY4742,0,0.0,0.0
tM(CAU)Q2_BY4742,0,0.0,0.0
tN(GUU)C_BY4742,0,0.0,0.0
tN(GUU)F_BY4742,3,255.29742149604292,3449.965155351931
tN(GUU)G_BY4742,0,0.0,0.0
tN(GUU)K_BY4742,2,170.19828099736193,2299.9767702346207
tN(GUU)L_BY4742,0,0.0,0.0
tN(GUU)N1_BY4742,1,85.09914049868097,1149.9883851173104
tN(GUU)N2_BY4742,0,0.0,0.0
tN(GUU)O1_BY4742,0,0.0,0.0
tN(GUU)O2_BY4742,0,0.0,0.0
tN(GUU)P_BY4742,28,2382.7759339630666,32199.67478328469
tN(GUU)Q_BY4742,0,0.0,0.0
tP(AGG)C_BY4742,47,3999.6596034380054,55550.82782552785
tP(AGG)N_BY4742,3,255.29742149604292,3545.7975207783734
tP(UGG)A_BY4742,0,0.0,0.0
tP(UGG)F_BY4742,2,170.19828099736193,1652.4104951200186
tP(UGG)H_BY4742,0,0.0,0.0
tP(UGG)L_BY4742,1,85.09914049868097,826.2052475600093
tP(UGG)M_BY4742,10,850.9914049868097,8262.052475600094
tP(UGG)N1_BY4742,17,1446.6853884775765,14045.489208520159
tP(UGG)N2_BY4742,7,595.6939834907666,5783.436732920066
tP(UGG)O1_BY4742,12,1021.1896859841717,10011.663588080113
tP(UGG)O2_BY4742,0,0.0,0.0
tP(UGG)O3_BY4742,1,85.09914049868097,810.4680047493425
tP(UGG)Q_BY4742,0,0.0,0.0
tQ(CUG)M_BY4742,0,0.0,0.0
tQ(UUG)B_BY4742,0,0.0,0.0
tQ(UUG)C_BY4742,4,340.39656199472387,4727.730027704498
tQ(UUG)D1_BY4742,0,0.0,0.0
tQ(UUG)D2_BY4742,1,85.09914049868097,1181.9325069261245
tQ(UUG)D3_BY4742,0,0.0,0.0
tQ(UUG)E1_BY4742,0,0.0,0.0
tQ(UUG)E2_BY4742,2,170.19828099736193,2363.865013852249
tQ(UUG)H_BY4742,0,0.0,0.0
tQ(UUG)L_BY4742,1,85.09914049868097,1181.9325069261245
tQ(UUG)Q_BY4742,0,0.0,0.0
tR(ACG)D_BY4742,0,0.0,0.0
tR(ACG)E_BY4742,1,85.09914049868097,1165.7416506668626
tR(ACG)J_BY4742,1,85.09914049868097,1165.7416506668626
tR(ACG)K_BY4742,0,0.0,0.0
tR(ACG)L_BY4742,0,0.0,0.0
tR(ACG)O_BY4742,0,0.0,0.0
tR(ACG)Q2_BY4742,0,0.0,0.0
tR(CCG)L_BY4742,0,0.0,0.0
tR(CCU)J_BY4742,2,170.19828099736193,2363.865013852249
tR(UCU)B_BY4742,0,0.0,0.0
tR(UCU)D_BY4742,0,0.0,0.0
tR(UCU)E_BY4742,1,85.09914049868097,1181.9325069261245
tR(UCU)G1_BY4742,2,170.19828099736193,2363.865013852249
tR(UCU)G2_BY4742,1,85.09914049868097,1181.9325069261245
tR(UCU)G3_BY4742,7,595.6939834907666,8273.52754848287
tR(UCU)J1_BY4742,0,0.0,0.0
tR(UCU)J2_BY4742,0,0.0,0.0
tR(UCU)K_BY4742,1,85.09914049868097,1181.9325069261245
tR(UCU)M1_BY4742,4,340.39656199472387,4727.730027704498
tR(UCU)M2_BY4742,0,0.0,0.0
tR(UCU)Q1_BY4742,0,0.0,0.0
tS(AGA)A_BY4742,1,85.09914049868097,1037.7943963253776
tS(AGA)B_BY4742,1,85.09914049868097,1037.7943963253776
tS(AGA)D1_BY4742,0,0.0,0.0
tS(AGA)D2_BY4742,4,340.39656199472387,4151.177585301511
tS(AGA)D3_BY4742,0,0.0,0.0
tS(AGA)E_BY4742,0,0.0,0.0
tS(AGA)G_BY4742,3,255.29742149604292,3113.3831889761327
tS(AGA)H_BY4742,3,255.29742149604292,3113.3831889761327
tS(AGA)J_BY4742,2,170.19828099736193,2075.5887926507553
tS(AGA)L_BY4742,0,0.0,0.0
tS(AGA)M_BY4742,1,85.09914049868097,1037.7943963253776
tS(CGA)C_BY4742,4,340.39656199472387,3370.262990046771
tS(GCU)F_BY4742,0,0.0,0.0
tS(GCU)O_BY4742,0,0.0,0.0
tS(GCU)Q1_BY4742,0,0.0,0.0
tS(UGA)E_BY4742,9,765.8922644881287,9340.149566928398
tS(UGA)I_BY4742,16,1361.5862479788955,16604.710341206042
tS(UGA)P_BY4742,1,85.09914049868097,1037.7943963253776
tS(UGA)Q2_BY4742,0,0.0,0.0
tT(AGU)B_BY4742,1,85.09914049868097,1165.7416506668626
tT(AGU)C_BY4742,0,0.0,0.0
tT(AGU)D_BY4742,0,0.0,0.0
tT(AGU)H_BY4742,3,255.29742149604292,3497.2249520005876
tT(AGU)I1_BY4742,6,510.59484299208583,6994.449904001175
tT(AGU)I2_BY4742,0,0.0,0.0
tT(AGU)J_BY4742,0,0.0,0.0
tT(AGU)N1_BY4742,2,170.19828099736193,2331.483301333725
tT(AGU)N2_BY4742,0,0.0,0.0
tT(AGU)O1_BY4742,0,0.0,0.0
tT(AGU)O2_BY4742,0,0.0,0.0
tT(CGU)K_BY4742,0,0.0,0.0
tT(UAG)Q2_BY4742,0,0.0,0.0
tT(UGU)G1_BY4742,0,0.0,0.0
tT(UGU)G2_BY4742,0,0.0,0.0
tT(UGU)H_BY4742,0,0.0,0.0
tT(UGU)P_BY4742,1,85.09914049868097,1181.9325069261245
tT(UGU)Q1_BY4742,0,0.0,0.0
tV(AAC)E1_BY4742,0,0.0,0.0
tV(AAC)E2_BY4742,5,425.49570249340485,5749.941925586551
tV(AAC)G1_BY4742,0,0.0,0.0
tV(AAC)G2_BY4742,1,85.09914049868097,1149.9883851173104
tV(AAC)G3_BY4742,7,595.6939834907666,8049.918695821172
tV(AAC)H_BY4742,0,0.0,0.0
tV(AAC)J_BY4742,0,0.0,0.0
tV(AAC)K1_BY4742,2,170.19828099736193,2299.9767702346207
tV(AAC)K2_BY4742,0,0.0,0.0
tV(AAC)L_BY4742,5,425.49570249340485,5749.941925586551
tV(AAC)M1_BY4742,3,255.29742149604292,3449.965155351931
tV(AAC)M2_BY4742,5,425.49570249340485,5749.941925586551
tV(AAC)M3_BY4742,0,0.0,0.0
tV(AAC)O_BY4742,3,255.29742149604292,3449.965155351931
tV(CAC)D_BY4742,2,170.19828099736193,2331.483301333725
tV(CAC)H_BY4742,0,0.0,0.0
tV(UAC)B_BY4742,0,0.0,0.0
tV(UAC)D_BY4742,4,340.39656199472387,4599.9535404692415
tV(UAC)Q_BY4742,0,0.0,0.0
tW(CCA)G1_BY4742,0,0.0,0.0
tW(CCA)G2_BY4742,0,0.0,0.0
tW(CCA)J_BY4742,0,0.0,0.0
tW(CCA)K_BY4742,2,170.19828099736193,1605.644160352471
tW(CCA)M_BY4742,2,170.19828099736193,1605.644160352471
tW(CCA)P_BY4742,12,1021.1896859841717,9633.864962114825
tW(UCA)Q_BY4742,0,0.0,0.0
tX(XXX)D_BY4742,2,170.19828099736193,1685.1314950233855
tX(XXX)L_BY4742,2,170.19828099736193,1701.9828099736192
tY(GUA)D_BY4742,0,0.0,0.0
tY(GUA)F1_BY4742,0,0.0,0.0
tY(GUA)F2_BY4742,0,0.0,0.0
tY(GUA)J1_BY4742,1,85.09914049868097,956.1701179627074
tY(GUA)J2_BY4742,0,0.0,0.0
tY(GUA)M1_BY4742,1,85.09914049868097,956.1701179627074
tY(GUA)M2_BY4742,0,0.0,0.0
tY(GUA)O_BY4742,1,85.09914049868097,956.1701179627074
tY(GUA)Q_BY4742,0,0.0,0.0
